Datetime,Adj Close,Close,High,Low,Open,Volume
2026-08-20 00:00:00-04:00,4556.2001953125,4556.2001953125,4556.60009765625,4556.0,4556.39990234375,0
2026-08-20 00:01:00-04:00,4555.2001953125,4555.2001953125,4556.39990234375,4555.10009765625,4556.39990234375,47
2026-08-20 00:02:00-04:00,4555.7001953125,4555.7001953125,4555.7001953125,4554.7001953125,4555.10009765625,42
2026-08-20 00:03:00-04:00,4553.60009765625,4553.60009765625,4556.0,4553.2001953125,4555.7998046875,334
2026-08-20 00:04:00-04:00,4553.10009765625,4553.10009765625,4554.5,4552.39990234375,4553.60009765625,92
2026-08-20 00:05:00-04:00,4553.7001953125,4553.7001953125,4553.7001953125,4552.7998046875,4552.89990234375,31
2026-08-20 00:06:00-04:00,4554.0,4554.0,4554.2998046875,4552.89990234375,4553.2001953125,32
2026-08-20 00:07:00-04:00,4554.60009765625,4554.60009765625,4554.60009765625,4553.7001953125,4554.10009765625,25
2026-08-20 00:08:00-04:00,4554.7998046875,4554.7998046875,4554.89990234375,4554.2998046875,4554.2998046875,113
2026-08-20 00:09:00-04:00,4554.10009765625,4554.10009765625,4554.7001953125,4553.7001953125,4554.7001953125,41
2026-08-20 00:10:00-04:00,4554.60009765625,4554.60009765625,4554.7001953125,4553.60009765625,4554.0,15
2026-08-20 00:11:00-04:00,4554.2998046875,4554.2998046875,4554.89990234375,4554.2001953125,4554.39990234375,38
2026-08-20 00:12:00-04:00,4554.60009765625,4554.60009765625,4554.7998046875,4554.0,4554.2001953125,15
2026-08-20 00:13:00-04:00,4554.60009765625,4554.60009765625,4554.60009765625,4554.2998046875,4554.5,12
2026-08-20 00:14:00-04:00,4553.60009765625,4553.60009765625,4554.39990234375,4553.2998046875,4554.39990234375,49
2026-08-20 00:15:00-04:00,4553.10009765625,4553.10009765625,4554.10009765625,4552.7001953125,4553.60009765625,73
2026-08-20 00:16:00-04:00,4553.5,4553.5,4553.5,4552.2998046875,4552.7001953125,21
2026-08-20 00:17:00-04:00,4554.2001953125,4554.2001953125,4554.2001953125,4553.60009765625,4553.60009765625,13
2026-08-20 00:18:00-04:00,4553.60009765625,4553.60009765625,4553.89990234375,4553.2001953125,4553.89990234375,18
2026-08-20 00:19:00-04:00,4553.89990234375,4553.89990234375,4553.89990234375,4553.2001953125,4553.2998046875,4
2026-08-20 00:20:00-04:00,4552.5,4552.5,4554.2998046875,4552.2998046875,4554.0,36
2026-08-20 00:21:00-04:00,4552.60009765625,4552.60009765625,4552.60009765625,4551.7001953125,4552.5,53
2026-08-20 00:22:00-04:00,4553.39990234375,4553.39990234375,4554.0,4552.60009765625,4552.7001953125,72
2026-08-20 00:23:00-04:00,4551.7998046875,4551.7998046875,4553.7001953125,4551.7998046875,4553.60009765625,56
2026-08-20 00:24:00-04:00,4552.7001953125,4552.7001953125,4552.7001953125,4552.10009765625,4552.10009765625,17
2026-08-20 00:25:00-04:00,4552.39990234375,4552.39990234375,4552.39990234375,4551.7001953125,4552.10009765625,29
2026-08-20 00:26:00-04:00,4551.7001953125,4551.7001953125,4552.39990234375,4551.39990234375,4552.39990234375,15
2026-08-20 00:27:00-04:00,4552.0,4552.0,4552.0,4551.39990234375,4551.7998046875,13
2026-08-20 00:28:00-04:00,4549.7001953125,4549.7001953125,4551.89990234375,4549.2998046875,4551.5,153
2026-08-20 00:29:00-04:00,4547.39990234375,4547.39990234375,4550.0,4547.10009765625,4549.7001953125,129
2026-08-20 00:30:00-04:00,4546.7998046875,4546.7998046875,4547.89990234375,4546.7001953125,4547.2001953125,120
2026-08-20 00:31:00-04:00,4547.39990234375,4547.39990234375,4548.2998046875,4547.10009765625,4547.10009765625,49
2026-08-20 00:32:00-04:00,4545.7998046875,4545.7998046875,4546.7001953125,4545.2998046875,4546.7001953125,103
2026-08-20 00:33:00-04:00,4545.60009765625,4545.60009765625,4545.89990234375,4544.2001953125,4545.7001953125,77
2026-08-20 00:34:00-04:00,4545.89990234375,4545.89990234375,4546.2998046875,4545.10009765625,4545.10009765625,83
2026-08-20 00:35:00-04:00,4545.2001953125,4545.2001953125,4545.7998046875,4545.10009765625,4545.39990234375,13
2026-08-20 00:36:00-04:00,4545.39990234375,4545.39990234375,4545.5,4543.7998046875,4545.5,48
2026-08-20 00:37:00-04:00,4544.7998046875,4544.7998046875,4545.89990234375,4544.2998046875,4545.5,34
2026-08-20 00:38:00-04:00,4544.2001953125,4544.2001953125,4544.5,4543.39990234375,4544.5,72
2026-08-20 00:39:00-04:00,4544.7998046875,4544.7998046875,4544.7998046875,4543.89990234375,4544.39990234375,25
2026-08-20 00:40:00-04:00,4546.10009765625,4546.10009765625,4546.2998046875,4544.2998046875,4544.39990234375,78
2026-08-20 00:41:00-04:00,4545.2998046875,4545.2998046875,4545.7998046875,4544.89990234375,4545.7998046875,46
2026-08-20 00:42:00-04:00,4545.0,4545.0,4545.5,4544.89990234375,4545.2998046875,12
2026-08-20 00:43:00-04:00,4545.2998046875,4545.2998046875,4545.2998046875,4545.0,4545.2001953125,7
2026-08-20 00:44:00-04:00,4544.39990234375,4544.39990234375,4545.2001953125,4544.2001953125,4545.2001953125,41
2026-08-20 00:45:00-04:00,4545.60009765625,4545.60009765625,4545.7998046875,4544.10009765625,4544.2998046875,71
2026-08-20 00:46:00-04:00,4546.0,4546.0,4546.2998046875,4545.2998046875,4545.5,56
2026-08-20 00:47:00-04:00,4546.10009765625,4546.10009765625,4546.2998046875,4545.7998046875,4546.2998046875,8
2026-08-20 00:48:00-04:00,4546.7001953125,4546.7001953125,4546.7001953125,4546.10009765625,4546.2998046875,54
2026-08-20 00:49:00-04:00,4548.0,4548.0,4548.0,4546.5,4546.5,21
2026-08-20 00:50:00-04:00,4547.39990234375,4547.39990234375,4547.7998046875,4547.10009765625,4547.7001953125,26
2026-08-20 00:51:00-04:00,4547.0,4547.0,4547.60009765625,4546.89990234375,4547.39990234375,14
2026-08-20 00:52:00-04:00,4548.39990234375,4548.39990234375,4549.10009765625,4547.10009765625,4547.10009765625,65
2026-08-20 00:53:00-04:00,4548.39990234375,4548.39990234375,4548.60009765625,4548.0,4548.5,28
2026-08-20 00:54:00-04:00,4547.60009765625,4547.60009765625,4548.39990234375,4547.10009765625,4548.2998046875,38
2026-08-20 00:55:00-04:00,4547.39990234375,4547.39990234375,4548.0,4546.5,4546.60009765625,17
2026-08-20 00:56:00-04:00,4547.5,4547.5,4549.10009765625,4547.2998046875,4547.2998046875,20
2026-08-20 00:57:00-04:00,4546.2998046875,4546.2998046875,4547.5,4546.2998046875,4547.39990234375,27
2026-08-20 00:58:00-04:00,4547.2998046875,4547.2998046875,4547.2998046875,4546.10009765625,4546.2001953125,21
2026-08-20 00:59:00-04:00,4546.10009765625,4546.10009765625,4546.39990234375,4545.7998046875,4546.2001953125,13
2026-08-20 01:00:00-04:00,4546.10009765625,4546.10009765625,4547.10009765625,4545.89990234375,4546.0,28
2026-08-20 01:01:00-04:00,4547.10009765625,4547.10009765625,4547.10009765625,4545.7998046875,4546.39990234375,22
2026-08-20 01:02:00-04:00,4547.7998046875,4547.7998046875,4547.7998046875,4547.10009765625,4547.10009765625,7
2026-08-20 01:03:00-04:00,4548.5,4548.5,4549.10009765625,4547.2998046875,4547.2998046875,30
2026-08-20 01:04:00-04:00,4548.7001953125,4548.7001953125,4548.7998046875,4548.7001953125,4548.7998046875,2
2026-08-20 01:05:00-04:00,4549.7998046875,4549.7998046875,4550.10009765625,4548.89990234375,4549.0,29
2026-08-20 01:06:00-04:00,4549.5,4549.5,4550.5,4549.39990234375,4550.10009765625,60
2026-08-20 01:07:00-04:00,4549.2998046875,4549.2998046875,4551.39990234375,4549.2001953125,4549.7001953125,78
2026-08-20 01:08:00-04:00,4549.60009765625,4549.60009765625,4549.60009765625,4548.89990234375,4549.2001953125,24
2026-08-20 01:09:00-04:00,4548.39990234375,4548.39990234375,4549.2001953125,4548.39990234375,4549.10009765625,16
2026-08-20 01:10:00-04:00,4548.5,4548.5,4549.0,4547.89990234375,4548.2001953125,32
2026-08-20 01:11:00-04:00,4547.5,4547.5,4548.60009765625,4547.39990234375,4548.60009765625,16
2026-08-20 01:12:00-04:00,4546.2001953125,4546.2001953125,4547.60009765625,4545.89990234375,4547.2998046875,59
2026-08-20 01:13:00-04:00,4543.89990234375,4543.89990234375,4546.5,4543.89990234375,4546.0,136
2026-08-20 01:14:00-04:00,4542.89990234375,4542.89990234375,4544.0,4541.5,4544.0,220
2026-08-20 01:15:00-04:00,4543.0,4543.0,4543.60009765625,4542.39990234375,4542.89990234375,28
2026-08-20 01:16:00-04:00,4543.0,4543.0,4543.89990234375,4542.60009765625,4543.2998046875,103
2026-08-20 01:17:00-04:00,4544.0,4544.0,4544.5,4542.10009765625,4542.7001953125,46
