Datetime,Adj Close,Close,High,Low,Open,Volume
2026-06-29 00:00:00+00:00,59575.140625,59575.140625,59600.0,58904.12109375,59478.7890625,0
2026-06-29 01:00:00+00:00,59342.5703125,59342.5703125,59585.58984375,59119.19921875,59562.12109375,522912768
2026-06-29 02:00:00+00:00,59653.359375,59653.359375,59700.609375,58830.0,59333.4296875,740288512
2026-06-29 03:00:00+00:00,59942.828125,59942.828125,60092.28125,59663.0,59663.0,793997312
2026-06-29 04:00:00+00:00,59729.94921875,59729.94921875,59954.16015625,59645.0,59948.4609375,230713344
2026-06-29 05:00:00+00:00,60002.55859375,60002.55859375,60002.55859375,59290.5390625,59743.0,225832960
2026-06-29 06:00:00+00:00,59983.2890625,59983.2890625,60229.76953125,59952.359375,60012.69140625,642805760
2026-06-29 07:00:00+00:00,59932.609375,59932.609375,60072.87109375,59830.55078125,59984.53125,182245376
2026-06-29 08:00:00+00:00,59740.37109375,59740.37109375,59993.12109375,59644.8984375,59929.6484375,490702848
2026-06-29 09:00:00+00:00,59968.19921875,59968.19921875,60009.96875,59707.05078125,59741.71875,603439104
2026-06-29 10:00:00+00:00,60000.78125,60000.78125,60219.8515625,59975.30859375,59975.30859375,261091328
2026-06-29 11:00:00+00:00,59870.91015625,59870.91015625,60091.7109375,59703.87890625,59996.671875,448428032
2026-06-29 12:00:00+00:00,59857.66015625,59857.66015625,60687.30078125,59533.578125,59895.21875,2574807040
2026-06-29 13:00:00+00:00,59455.55859375,59455.55859375,60220.01171875,59231.28125,59865.0,1973649408
2026-06-29 14:00:00+00:00,59348.71875,59348.71875,59594.359375,58899.37890625,59459.12109375,2392729600
2026-06-29 15:00:00+00:00,59705.76171875,59705.76171875,59828.69140625,58968.28125,59331.05078125,1329614848
2026-06-29 16:00:00+00:00,59784.91015625,59784.91015625,59857.19921875,59471.98828125,59716.0390625,83300352
2026-06-29 17:00:00+00:00,60318.44921875,60318.44921875,60570.46875,59775.8203125,59777.76953125,881305600
2026-06-29 18:00:00+00:00,60198.05078125,60198.05078125,60433.30078125,60091.3984375,60298.16015625,1005604864
2026-06-29 19:00:00+00:00,60331.28125,60331.28125,60454.0,60058.73828125,60188.44140625,255422464
2026-06-29 20:00:00+00:00,60197.6796875,60197.6796875,60453.66015625,60197.6796875,60327.140625,110905344
2026-06-29 21:00:00+00:00,60390.921875,60390.921875,60490.80078125,60163.01953125,60205.98828125,0
2026-06-29 22:00:00+00:00,60261.9609375,60261.9609375,60427.98828125,60250.98046875,60390.0,0
2026-06-29 23:00:00+00:00,60161.5390625,60161.5390625,60290.48828125,60116.2890625,60258.08984375,0
2026-06-30 00:00:00+00:00,59744.66015625,59744.66015625,60180.01171875,59596.9296875,60152.37109375,65521664
2026-06-30 01:00:00+00:00,59845.33984375,59845.33984375,59959.01953125,59684.73828125,59753.12109375,0
2026-06-30 02:00:00+00:00,59842.5703125,59842.5703125,59943.98828125,59649.98046875,59853.9609375,0
2026-06-30 03:00:00+00:00,59515.140625,59515.140625,59923.98046875,59488.0,59842.5703125,173938688
2026-06-30 04:00:00+00:00,59385.2890625,59385.2890625,59590.5390625,59312.0,59502.98828125,650977280
2026-06-30 05:00:00+00:00,59545.328125,59545.328125,59555.98828125,59252.890625,59385.28125,379592704
2026-06-30 06:00:00+00:00,59493.98828125,59493.98828125,59616.21875,59414.6484375,59551.37890625,219621376
2026-06-30 07:00:00+00:00,59430.01171875,59430.01171875,59533.98828125,59341.4609375,59493.98046875,170274816
2026-06-30 08:00:00+00:00,59208.859375,59208.859375,59456.6796875,59094.0,59427.01171875,470360064
2026-06-30 09:00:00+00:00,59276.01171875,59276.01171875,59324.69921875,59152.921875,59195.01171875,0
2026-06-30 10:00:00+00:00,59238.12890625,59238.12890625,59323.3515625,59190.2890625,59282.44921875,940587008
2026-06-30 11:00:00+00:00,59076.8203125,59076.8203125,59314.01171875,59016.73828125,59239.12109375,172445696
2026-06-30 12:00:00+00:00,58284.359375,58284.359375,59081.98828125,58284.359375,59075.6484375,0
2026-06-30 13:00:00+00:00,58630.01953125,58630.01953125,58683.21875,58132.69921875,58322.078125,604747776
2026-06-30 14:00:00+00:00,58369.94921875,58369.94921875,59159.140625,58308.578125,58557.21875,0
2026-06-30 15:00:00+00:00,58267.41015625,58267.41015625,58680.0,58076.8984375,58362.25,54192128
2026-06-30 16:00:00+00:00,58391.33984375,58391.33984375,58501.0390625,58146.48828125,58273.6015625,441067520
2026-06-30 17:00:00+00:00,58325.9609375,58325.9609375,58506.28125,58215.51171875,58393.71875,0
2026-06-30 18:00:00+00:00,58580.44921875,58580.44921875,58588.98828125,58255.12109375,58325.94921875,202768384
2026-06-30 19:00:00+00:00,58726.3515625,58726.3515625,58736.109375,58484.91015625,58572.05078125,334125056
2026-06-30 20:00:00+00:00,58630.890625,58630.890625,58785.73828125,58558.01171875,58671.4609375,0
2026-06-30 21:00:00+00:00,58541.55078125,58541.55078125,58673.48046875,58411.76953125,58630.859375,288337920
2026-06-30 22:00:00+00:00,58513.921875,58513.921875,58696.62109375,58418.3515625,58562.37109375,0
2026-06-30 23:00:00+00:00,58523.9296875,58523.9296875,58564.01171875,58453.9296875,58509.55078125,486479872
2026-07-01 00:00:00+00:00,58486.37109375,58486.37109375,58646.98046875,58213.4609375,58541.55078125,0
2026-07-01 01:00:00+00:00,58677.828125,58677.828125,58913.87109375,57720.73046875,58486.8515625,1558396928
2026-07-01 02:00:00+00:00,58991.01171875,58991.01171875,59075.1796875,58575.98828125,58686.30859375,841719808
2026-07-01 03:00:00+00:00,59101.48828125,59101.48828125,59206.12109375,58750.83984375,58994.3203125,296198144
2026-07-01 04:00:00+00:00,59237.640625,59237.640625,59357.75,58969.921875,59096.26953125,0
2026-07-01 05:00:00+00:00,59060.8984375,59060.8984375,59289.01171875,59028.96875,59237.640625,0
2026-07-01 06:00:00+00:00,58666.6484375,58666.6484375,59070.8203125,58446.1484375,59064.12890625,0
2026-07-01 07:00:00+00:00,58686.91015625,58686.91015625,58738.0,58514.75,58687.94140625,0
2026-07-01 08:00:00+00:00,58894.01953125,58894.01953125,58904.109375,58419.8984375,58680.8984375,0
2026-07-01 09:00:00+00:00,58865.859375,58865.859375,58990.0390625,58767.03125,58896.0,257419264
2026-07-01 10:00:00+00:00,58577.41015625,58577.41015625,58868.5390625,58536.44921875,58868.5390625,269875200
2026-07-01 11:00:00+00:00,58536.73828125,58536.73828125,58673.76171875,58467.73046875,58580.30859375,0
2026-07-01 12:00:00+00:00,58451.3984375,58451.3984375,58589.12109375,58253.23046875,58558.5,0
2026-07-01 13:00:00+00:00,59433.0390625,59433.0390625,59433.0390625,58446.0,58447.94140625,0
2026-07-01 14:00:00+00:00,59464.890625,59464.890625,60016.0,59210.55078125,59392.12890625,1430386688
