Datetime,Adj Close,Close,High,Low,Open,Volume
2026-06-17 00:00:00-04:00,4346.10009765625,4346.10009765625,4353.60009765625,4337.10009765625,4352.2001953125,0
2026-06-17 01:00:00-04:00,4346.10009765625,4346.10009765625,4353.7998046875,4340.39990234375,4346.2001953125,2374
2026-06-17 02:00:00-04:00,4351.2001953125,4351.2001953125,4351.2001953125,4340.10009765625,4346.5,2750
2026-06-17 03:00:00-04:00,4344.7001953125,4344.7001953125,4352.5,4344.10009765625,4351.10009765625,2750
2026-06-17 04:00:00-04:00,4344.2001953125,4344.2001953125,4347.5,4335.60009765625,4344.7998046875,2581
2026-06-17 05:00:00-04:00,4349.2998046875,4349.2998046875,4355.10009765625,4340.5,4344.39990234375,2885
2026-06-17 06:00:00-04:00,4351.10009765625,4351.10009765625,4355.10009765625,4346.2001953125,4349.2001953125,1636
2026-06-17 07:00:00-04:00,4342.60009765625,4342.60009765625,4351.5,4340.0,4351.2998046875,2169
2026-06-17 08:00:00-04:00,4353.2998046875,4353.2998046875,4355.2001953125,4338.7001953125,4342.7998046875,4742
2026-06-17 09:00:00-04:00,4359.7998046875,4359.7998046875,4365.5,4343.7001953125,4353.39990234375,8681
2026-06-17 10:00:00-04:00,4364.10009765625,4364.10009765625,4384.2001953125,4349.89990234375,4359.60009765625,15806
2026-06-17 11:00:00-04:00,4383.60009765625,4383.60009765625,4385.5,4363.60009765625,4363.7998046875,5949
2026-06-17 12:00:00-04:00,4379.7998046875,4379.7998046875,4386.7001953125,4375.2001953125,4383.2998046875,4098
2026-06-17 13:00:00-04:00,4401.10009765625,4401.10009765625,4403.60009765625,4375.7001953125,4379.60009765625,10332
2026-06-17 14:00:00-04:00,4305.2001953125,4305.2001953125,4399.60009765625,4288.2998046875,4399.60009765625,41879
2026-06-17 15:00:00-04:00,4254.2998046875,4254.2998046875,4315.0,4237.39990234375,4305.0,28614
2026-06-17 16:00:00-04:00,4276.2998046875,4276.2998046875,4289.0,4253.2998046875,4254.2001953125,6489
2026-06-17 18:00:00-04:00,4285.7998046875,4285.7998046875,4290.5,4273.2998046875,4275.10009765625,0
2026-06-17 19:00:00-04:00,4297.2001953125,4297.2001953125,4303.0,4283.2001953125,4285.7001953125,3335
2026-06-17 20:00:00-04:00,4328.0,4328.0,4335.0,4296.2001953125,4297.60009765625,5487
2026-06-17 21:00:00-04:00,4337.7001953125,4337.7001953125,4348.89990234375,4326.2998046875,4328.7998046875,5735
2026-06-17 22:00:00-04:00,4331.0,4331.0,4350.2001953125,4330.39990234375,4338.0,3763
2026-06-17 23:00:00-04:00,4339.60009765625,4339.60009765625,4343.0,4328.89990234375,4331.2998046875,3031
2026-06-18 00:00:00-04:00,4336.0,4336.0,4344.2001953125,4330.0,4340.0,2495
2026-06-18 01:00:00-04:00,4328.0,4328.0,4345.2001953125,4321.5,4335.7998046875,4037
2026-06-18 02:00:00-04:00,4326.60009765625,4326.60009765625,4330.2998046875,4316.2998046875,4328.39990234375,3757
2026-06-18 03:00:00-04:00,4308.39990234375,4308.39990234375,4329.7001953125,4307.10009765625,4326.39990234375,4020
2026-06-18 04:00:00-04:00,4285.89990234375,4285.89990234375,4312.60009765625,4284.60009765625,4308.60009765625,5321
2026-06-18 05:00:00-04:00,4287.7001953125,4287.7001953125,4292.60009765625,4278.60009765625,4286.0,5895
2026-06-18 06:00:00-04:00,4273.89990234375,4273.89990234375,4291.89990234375,4273.2001953125,4287.60009765625,4541
